Time	Node	Type	Packets	
5.5	Node4	CacheMisses	0
5.5	Node5	CacheHits	0
5.5	Node5	CacheMisses	0
5.5	Node6	CacheHits	0
5.5	Node6	CacheMisses	0
5.5	Node7	CacheHits	0
5.5	Node7	CacheMisses	0
5.5	Node8	CacheHits	0
5.5	Node8	CacheMisses	0
5.5	Node9	CacheHits	0
5.5	Node9	CacheMisses	0
6	Node0	CacheHits	0
6	Node0	CacheMisses	0
6	Node1	CacheHits	0
6	Node1	CacheMisses	0
6	Node2	CacheHits	0
6	Node2	CacheMisses	0
6	Node3	CacheHits	0
6	Node3	CacheMisses	0
6	Node4	CacheHits	0
6	Node4	CacheMisses	0
6	Node5	CacheHits	0
6	Node5	CacheMisses	0
6	Node6	CacheHits	0
6	Node6	CacheMisses	0
6	Node7	CacheHits	0
6	Node7	CacheMisses	0
6	Node8	CacheHits	0
6	Node8	CacheMisses	0
6	Node9	CacheHits	0
6	Node9	CacheMisses	0
6.5	Node0	CacheHits	0
6.5	Node0	CacheMisses	0
6.5	Node1	CacheHits	0
6.5	Node1	CacheMisses	0
6.5	Node2	CacheHits	0
6.5	Node2	CacheMisses	0
6.5	Node3	CacheHits	0
6.5	Node3	CacheMisses	0
6.5	Node4	CacheHits	0
6.5	Node4	CacheMisses	0
6.5	Node5	CacheHits	0
6.5	Node5	CacheMisses	0
6.5	Node6	CacheHits	0
6.5	Node6	CacheMisses	0
6.5	Node7	CacheHits	0
6.5	Node7	CacheMisses	0
6.5	Node8	CacheHits	0
6.5	Node8	CacheMisses	0
6.5	Node9	CacheHits	0
6.5	Node9	CacheMisses	0
7	Node0	CacheHits	0
7	Node0	CacheMisses	0
7	Node1	CacheHits	0
7	Node1	CacheMisses	0
7	Node2	CacheHits	0
7	Node2	CacheMisses	0
7	Node3	CacheHits	0
7	Node3	CacheMisses	0
7	Node4	CacheHits	0
7	Node4	CacheMisses	0
7	Node5	CacheHits	0
7	Node5	CacheMisses	0
7	Node6	CacheHits	0
7	Node6	CacheMisses	0
7	Node7	CacheHits	0
7	Node7	CacheMisses	0
7	Node8	CacheHits	0
7	Node8	CacheMisses	0
7	Node9	CacheHits	0
7	Node9	CacheMisses	0
7.5	Node0	CacheHits	0
7.5	Node0	CacheMisses	0
7.5	Node1	CacheHits	0
7.5	Node1	CacheMisses	0
7.5	Node2	CacheHits	0
7.5	Node2	CacheMisses	0
7.5	Node3	CacheHits	0
7.5	Node3	CacheMisses	0
7.5	Node4	CacheHits	0
7.5	Node4	CacheMisses	0
7.5	Node5	CacheHits	0
7.5	Node5	CacheMisses	0
7.5	Node6	CacheHits	0
7.5	Node6	CacheMisses	0
7.5	Node7	CacheHits	0
7.5	Node7	CacheMisses	0
7.5	Node8	CacheHits	0
7.5	Node8	CacheMisses	0
7.5	Node9	CacheHits	0
7.5	Node9	CacheMisses	0
8	Node0	CacheHits	0
8	Node0	CacheMisses	0
8	Node1	CacheHits	0
8	Node1	CacheMisses	0
8	Node2	CacheHits	0
8	Node2	CacheMisses	0
8	Node3	CacheHits	0
8	Node3	CacheMisses	0
8	Node4	CacheHits	0
8	Node4	CacheMisses	0
8	Node5	CacheHits	0
8	Node5	CacheMisses	0
8	Node6	CacheHits	0
8	Node6	CacheMisses	0
8	Node7	CacheHits	0
8	Node7	CacheMisses	0
8	Node8	CacheHits	0
8	Node8	CacheMisses	0
8	Node9	CacheHits	0
8	Node9	CacheMisses	0
8.5	Node0	CacheHits	0
8.5	Node0	CacheMisses	0
8.5	Node1	CacheHits	0
8.5	Node1	CacheMisses	0
8.5	Node2	CacheHits	0
8.5	Node2	CacheMisses	0
8.5	Node3	CacheHits	0
8.5	Node3	CacheMisses	0
8.5	Node4	CacheHits	0
8.5	Node4	CacheMisses	0
8.5	Node5	CacheHits	0
8.5	Node5	CacheMisses	0
8.5	Node6	CacheHits	0
8.5	Node6	CacheMisses	0
8.5	Node7	CacheHits	0
8.5	Node7	CacheMisses	0
8.5	Node8	CacheHits	0
8.5	Node8	CacheMisses	0
8.5	Node9	CacheHits	0
8.5	Node9	CacheMisses	0
9	Node0	CacheHits	0
9	Node0	CacheMisses	0
9	Node1	CacheHits	0
9	Node1	CacheMisses	0
9	Node2	CacheHits	0
9	Node2	CacheMisses	0
9	Node3	CacheHits	0
9	Node3	CacheMisses	0
9	Node4	CacheHits	0
9	Node4	CacheMisses	0
9	Node5	CacheHits	0
9	Node5	CacheMisses	0
9	Node6	CacheHits	0
9	Node6	CacheMisses	0
9	Node7	CacheHits	0
9	Node7	CacheMisses	0
9	Node8	CacheHits	0
9	Node8	CacheMisses	0
9	Node9	CacheHits	0
9	Node9	CacheMisses	0
9.5	Node0	CacheHits	0
9.5	Node0	CacheMisses	0
9.5	Node1	CacheHits	0
9.5	Node1	CacheMisses	0
9.5	Node2	CacheHits	0
9.5	Node2	CacheMisses	0
9.5	Node3	CacheHits	0
9.5	Node3	CacheMisses	0
9.5	Node4	CacheHits	0
9.5	Node4	CacheMisses	0
9.5	Node5	CacheHits
