Time	Node	Type	Packets	
18	Node12	CacheHits	0
18	Node12	CacheMisses	0
18	Node13	CacheHits	0
18	Node13	CacheMisses	0
18	Node14	CacheHits	0
18	Node14	CacheMisses	0
18	Node15	CacheHits	0
18	Node15	CacheMisses	0
18	Node16	CacheHits	0
18	Node16	CacheMisses	0
18	Node17	CacheHits	0
18	Node17	CacheMisses	0
18	Node18	CacheHits	0
18	Node18	CacheMisses	0
18	Node19	CacheHits	0
18	Node19	CacheMisses	0
18	Node20	CacheHits	0
18	Node20	CacheMisses	0
18	Node21	CacheHits	0
18	Node21	CacheMisses	0
18	Node22	CacheHits	0
18	Node22	CacheMisses	0
18	Node23	CacheHits	0
18	Node23	CacheMisses	0
18	Node24	CacheHits	0
18	Node24	CacheMisses	0
20	Node1	CacheHits	0
20	Node1	CacheMisses	0
20	Node2	CacheHits	0
20	Node2	CacheMisses	0
20	Node3	CacheHits	0
20	Node3	CacheMisses	0
20	Node4	CacheHits	0
20	Node4	CacheMisses	0
20	Node5	CacheHits	0
20	Node5	CacheMisses	0
20	Node6	CacheHits	0
20	Node6	CacheMisses	0
20	Node7	CacheHits	0
20	Node7	CacheMisses	0
20	Node8	CacheHits	0
20	Node8	CacheMisses	0
20	Node9	CacheHits	0
20	Node9	CacheMisses	0
20	Node10	CacheHits	0
20	Node10	CacheMisses	0
20	Node11	CacheHits	0
20	Node11	CacheMisses	0
20	Node12	CacheHits	0
20	Node12	CacheMisses	0
20	Node13	CacheHits	0
20	Node13	CacheMisses	0
20	Node14	CacheHits	0
20	Node14	CacheMisses	0
20	Node15	CacheHits	0
20	Node15	CacheMisses	0
20	Node16	CacheHits	0
20	Node16	CacheMisses	0
20	Node17	CacheHits	0
20	Node17	CacheMisses	0
20	Node18	CacheHits	0
20	Node18	CacheMisses	0
20	Node19	CacheHits	0
20	Node19	CacheMisses	0
20	Node20	CacheHits	0
20	Node20	CacheMisses	0
20	Node21	CacheHits	0
20	Node21	CacheMisses	0
20	Node22	CacheHits	0
20	Node22	CacheMisses	0
20	Node23	CacheHits	0
20	Node23	CacheMisses	0
20	Node24	CacheHits	0
20	Node24	CacheMisses	0
22	Node1	CacheHits	0
22	Node1	CacheMisses	0
22	Node2	CacheHits	0
22	Node2	CacheMisses	0
22	Node3	CacheHits	0
22	Node3	CacheMisses	0
22	Node4	CacheHits	0
22	Node4	CacheMisses	0
22	Node5	CacheHits	0
22	Node5	CacheMisses	0
22	Node6	CacheHits	0
22	Node6	CacheMisses	0
22	Node7	CacheHits	0
22	Node7	CacheMisses	0
22	Node8	CacheHits	0
22	Node8	CacheMisses	0
22	Node9	CacheHits	0
22	Node9	CacheMisses	0
22	Node10	CacheHits	0
22	Node10	CacheMisses	0
22	Node11	CacheHits	0
22	Node11	CacheMisses	0
22	Node12	CacheHits	0
22	Node12	CacheMisses	0
22	Node13	CacheHits	0
22	Node13	CacheMisses	0
22	Node14	CacheHits	0
22	Node14	CacheMisses	0
22	Node15	CacheHits	0
22	Node15	CacheMisses	0
22	Node16	CacheHits	0
22	Node16	CacheMisses	0
22	Node17	CacheHits	0
22	Node17	CacheMisses	0
22	Node18	CacheHits	0
22	Node18	CacheMisses	0
22	Node19	CacheHits	0
22	Node19	CacheMisses	0
22	Node20	CacheHits	0
22	Node20	CacheMisses	0
22	Node21	CacheHits	0
22	Node21	CacheMisses	0
22	Node22	CacheHits	0
22	Node22	CacheMisses	0
22	Node23	CacheHits	0
22	Node23	CacheMisses	0
22	Node24	CacheHits	0
22	Node24	CacheMisses	0
24	Node1	CacheHits	0
24	Node1	CacheMisses	0
24	Node2	CacheHits	0
24	Node2	CacheMisses	0
24	Node3	CacheHits	0
24	Node3	CacheMisses	0
24	Node4	CacheHits	0
24	Node4	CacheMisses	0
24	Node5	CacheHits	0
24	Node5	CacheMisses	0
24	Node6	CacheHits	0
24	Node6	CacheMisses	0
24	Node7	CacheHits	0
24	Node7	CacheMisses	0
24	Node8	CacheHits	0
24	Node8	CacheMisses	0
24	Node9	CacheHits	0
24	Node9	CacheMisses	0
24	Node10	CacheHits	0
24	Node10	CacheMisses	0
24	Node11	CacheHits	0
24	Node11	CacheMisses	0
24	Node12	CacheHits	0
24	Node12	CacheMisses	0
24	Node13	CacheHits	0
24	Node13	CacheMisses	0
24	Node14	CacheHits	0
24	Node14	CacheMisses	0
24	Node15	CacheHits	0
24	Node15	CacheMisses	0
24	Node16	CacheHits	0
24	Node16	CacheMisses	0
24	Node17	CacheHits	0
24	Node17	CacheMisses	0
24	Node18	CacheHits	0
24	Node18	CacheMisses	0
24	Node19	CacheHits	0
24	Node19	CacheMisses	0
24	Node20	CacheHits	0
24	Node20	CacheMisses	0
24	Node21	CacheHits	0
24	Node21	CacheMisses	0
24	Node22	CacheHits	0
24	Node22	CacheMisses	0
24	Node23	CacheHits	0
24	Node23	CacheMisses	0
24	Node24	CacheHits	0
24	Node24	CacheMisses	0
26	Node1	CacheHits	0
26	Node1	CacheMisses	0
26	Node2	CacheHits	0
26	Node2	CacheMisses	0
26	Node3	CacheHits	0
26	Node3	CacheMisses	0
26	Node4	CacheHits	0
26	Node4	CacheMisses	0
26	Node5	CacheHits	0
26	Node5	CacheMisses	0
26	Node6	CacheHits	0
26	Node6	CacheMisses	0
26	Node7	CacheHits	0
26	Node7	CacheMisses	0
26	Node8	CacheHits	0
26	Node8	CacheMisses	0
26	Node9	CacheHits	0
26	Node9	CacheMisses	0
26	Node10	CacheHits	0
26	Node10	CacheMisses	0
26	Node11	CacheHits	0
26	Node11	CacheMisses	0
26	Node12	CacheHits	0
26	Node12	CacheMisses	0
26	Node13	CacheHits	0
26	Node13	CacheMisses	0
26	Node14	CacheHits	0
26	Node14	CacheMisses	0
26	Node15	CacheHits	0
26	Node15	CacheMisses	0
26	Node16	CacheHits	0
26	Node16	CacheMisses	0
26	Node17	CacheHits	0
26	Node17	CacheMisses	0
26	Node18	CacheHits	0
26	Node18	CacheMisses	0
26	Node19	CacheHits	0
26	Node19	CacheMisses	0
26	Node20	CacheHits	0
26	Node20	CacheMisses	0
26	Node21	CacheHits	0
26	Node21	CacheMisses	0
26	Node22	CacheHits	0
26	Node22	CacheMisses	0
26	Node23	CacheHits	0
26	Node23	CacheMisses	0
26	Node24	CacheHits	0
26	Node24	CacheMisses	0
28	Node1	CacheHits	0
28	Node1	CacheMisses	0
28	Node2	CacheHits	0
28	Node2	CacheMisses	0
28	Node3	CacheHits	0
28	Node3	CacheMisses	0
28	Node4	CacheHits	0
28	Node4	CacheMisses	0
28	Node5	CacheHits	0
28	Node5	CacheMisses	0
28	Node6	CacheHits	0
28	Node6	CacheMisses	0
28	Node7	CacheHits	0
28	Node7	CacheMisses	0
28	Node8	CacheHits	0
28	Node8	CacheMisses	0
28	Node9	CacheHits	0
28	Node9	CacheMisses	0
28	Node10	CacheHits	0
28	Node10	CacheMisses	0
28	Node11	CacheHits	0
28	Node11	CacheMisses	0
28	Node12	CacheHits	0
28	Node12	CacheMisses	0
28	Node13	CacheHits	0
28	Node13	CacheMisses	0
28	Node14	CacheHits	0
28	Node14	CacheMisses	0
28	Node15	CacheHits	0
28	Node15	CacheMisses	0
28	Node16	CacheHits	0
28	Node16	CacheMisses	0
28	Node17	CacheHits	0
28	Node17	CacheMisses	0
28	Node18	CacheHits	0
28	Node18	CacheMisses	0
28	Node19	CacheHits	0
28	Node19	CacheMisses	0
28	Node20	CacheHits	0
28	Node20	CacheMisses	0
28	Node21	CacheHits	0
28	Node21	CacheMisses	0
28	Node22	CacheHits	0
28	Node22	CacheMisses	0
28	Node23	CacheHits	0
28	Node23	CacheMisses	0
28	Node24	CacheHits	0
28	Node24	CacheMisses	0
30	Node1	CacheHits	0
30	Node1	CacheMisses	0
30	Node2	CacheHits	0
30	Node2	CacheMisses	0
30	Node3	CacheHits	0
30	Node3	CacheMisses	0
30	Node4	CacheHits	0
30	Node4	CacheMisses	0
30	Node5	CacheHits	0
30	Node5	CacheMisses	0
30	Node6	CacheHits	0
30	Node6	CacheMisses	0
30	Node7	CacheHits	0
30	Node7	CacheMisses	0
30	Node8	CacheHits	0
30	Node8	CacheMisses	0
30	Node9	CacheHits	0
30	Node9	CacheMisses	0
30	Node10	CacheHits	0
30	Node10	CacheMisses	0
30	Node11	CacheHits	0
30	Node11	CacheMisses	0
30	Node12	CacheHits	0
30	Node12	CacheMisses	0
30	Node13	CacheHits	0
30	Node13	CacheMisses	0
30	Node14	CacheHits	0
30	Node14	CacheMisses	0
30	Node15	CacheHits	0
30	Node15	CacheMisses	0
30	Node16	CacheHits	0
30	Node16	CacheMisses	0
30	Node17	CacheHits	0
30	Node17	CacheMisses	0
30	Node18	CacheHits	0
30	Node18	CacheMisses	0
30	Node19	CacheHits	0
30	Node19	CacheMisses	0
30	Node20	CacheHits	0
30	Node20	CacheMisses	0
30	Node21	CacheHits	0
30	Node21	CacheMisses	0
30	Node22	CacheHits	0
30	Node22	CacheMisses	0
30	Node23	CacheHits	0
30	Node23	CacheMisses	0
30	Node24	CacheHits	0
30	Node24	CacheMisses	0
32	Node1	CacheHits	0
32	Node1	CacheMisses	0
32	Node2	CacheHits	0
32	Node2	CacheMisses	0
32	Node3	CacheHits	0
32	Node3	CacheMisses	0
32	Node4	CacheHits	0
32	Node4	CacheMisses	0
32	Node5	CacheHits	0
32	Node5	CacheMisses	0
32	Node6	CacheHits	0
32	Node6	CacheMisses	0
32	Node7	CacheHits	0
32	Node7	CacheMisses	0
32	Node8	CacheHits	0
32	Node8	CacheMisses	0
32	Node9	CacheHits	0
32	Node9	CacheMisses	0
32	Node10	CacheHits	0
32	Node10	CacheMisses	0
32	Node11	CacheHits	0
32	Node11	CacheMisses	0
32	Node12	CacheHits	0
32	Node12	CacheMisses	0
32	Node13	CacheHits	0
32	Node13	CacheMisses	0
32	Node14	CacheHits	0
32	Node14	CacheMisses	0
32	Node15	CacheHits	0
32	Node15	CacheMisses	0
32	Node16	CacheHits	0
32	Node16	CacheMisses	0
32	Node17	CacheHits	0
32	Node17	CacheMisses	0
32	Node18	CacheHits	0
32	Node18	CacheMisses	0
32	Node19	CacheHits	0
32	Node19	CacheMisses	0
32	Node20	CacheHits	0
32	Node20	CacheMisses	0
32	Node21	CacheHits	0
32	Node21	CacheMisses	0
32	Node22	CacheHits	0
32	Node22	CacheMisses	0
32	Node23	CacheHits	0
32	Node23	CacheMisses	0
32	Node24	CacheHits	0
32	Node24	CacheMisses	0
34	Node1	CacheHits	0
34	Node1	CacheMisses	0
34	Node2	CacheHits	0
34	Node2	CacheMisses	0
34	Node3	CacheHits	0
34	Node3	CacheMisses	0
34	Node4	CacheHits	0
34	Node4	CacheMisses	0
34	Node5	CacheHits	0
34	Node5	CacheMisses	0
34	Node6	CacheHits	0
34	Node6	CacheMisses	0
34	Node7	CacheHits	0
34	Node7	CacheMisses	0
34	Node8	CacheHits	0
34	Node8	CacheMisses	0
34	Node9	CacheHits	0
34	Node9	CacheMisses	0
34	Node10	CacheHits	0
34	Node10	CacheMisses	0
34	Node11	CacheHits	0
34	Node11	CacheMisses	0
34	Node12	CacheHits	0
34	Node12	CacheMisses	0
34	Node13	CacheHits	0
34	Node13	CacheMisses	0
34	Node14	CacheHits	0
34	Node14	CacheMisses	0
34	Node15	CacheHits	0
34	Node15	CacheMisses	0
34	Node16	CacheHits	0
34	Node16	CacheMisses	0
34	Node17	CacheHits	0
34	Node17	CacheMisses	0
34	Node18	CacheHits	0
34	Node18	CacheMisses	0
34	Node19	CacheHits	0
34	Node19	CacheMisses	0
34	Node20	CacheHits	0
34	Node20	CacheMisses	0
34	Node21	CacheHits	0
34	Node21	CacheMisses	0
34	Node22	CacheHits	0
34	Node22	CacheMisses	0
34	Node23	CacheHits	0
34	Node23	CacheMisses	0
34	Node24	CacheHits	0
34	Node24	CacheMisses	0
36	Node1	CacheHits	0
36	Node1	CacheMisses	0
36	Node2	CacheHits	0
36	Node2	CacheMisses	0
36	Node3	CacheHits	0
36	Node3	CacheMisses	0
36	Node4	CacheHits	0
36	Node4	CacheMisses	0
36	Node5	CacheHits	0
36	Node5	CacheMisses	0
36	Node6	CacheHits	0
36	Node6	CacheMisses	0
36	Node7	CacheHits	0
36	Node7	CacheMisses	0
36	Node8	CacheHits	0
36	Node8	CacheMisses	0
36	Node9	CacheHits	0
36	Node9	CacheMisses	0
36	Node10	CacheHits	0
36	Node10	CacheMisses	0
36	Node11	CacheHits	0
36	Node11	CacheMisses	0
36	Node12	CacheHits	0
36	Node12	CacheMisses	0
36	Node13	CacheHits	0
36	Node13	CacheMisses	0
36	Node14	CacheHits	0
36	Node14	CacheMisses	0
36	Node15	CacheHits	0
36	Node15	CacheMisses	0
36	Node16	CacheHits	0
36	Node16	CacheMisses	0
36	Node17	CacheHits	0
36	Node17	CacheMisses	0
36	Node18	CacheHits	0
36	Node18	CacheMisses	0
36	Node19	CacheHits	0
36	Node19	CacheMisses	0
36	Node20	CacheHits	0
36	Node20	CacheMisses	0
36	Node21	CacheHits	0
36	Node21	CacheMisses	0
36	Node22	CacheHits	0
36	Node22	CacheMisses	0
36	Node23	CacheHits	0
36	Node23	CacheMisses	0
36	Node24	CacheHits	0
36	Node24	CacheMisses	0
38	Node1	CacheHits	0
38	Node1	CacheMisses	0
38	Node2	CacheHits	0
38	Node2	CacheMisses	0
38	Node3	CacheHits	0
38	Node3	CacheMisses	0
38	Node4	CacheHits	0
38	Node4	CacheMisses	0
38	Node5	CacheHits	0
38	Node5	CacheMisses	0
38	Node6	CacheHits	0
38	Node6	CacheMisses	0
38	Node7	CacheHits	0
38	Node7	CacheMisses	0
38	Node8	CacheHits	0
38	Node8	CacheMisses	0
38	Node9	CacheHits	0
38	Node9	CacheMisses	0
38	Node10	CacheHits	0
38	Node10	CacheMisses	0
38	Node11	CacheHits	0
38	Node11	CacheMisses	0
38	Node12	CacheHits	0
38	Node12	CacheMisses	0
38	Node13	CacheHits	0
38	Node13	CacheMisses	0
38	Node14	CacheHits	0
38	Node14	CacheMisses	0
38	Node15	CacheHits	0
38	Node15	CacheMisses	0
38	Node16	CacheHits	0
38	Node16	CacheMisses	0
38	Node17	CacheHits	0
38	Node17	CacheMisses	0
38	Node18	CacheHits	0
38	Node18	CacheMisses	0
38	Node19	CacheHits	0
38	Node19	CacheMisses	0
38	Node20	CacheHits	0
38	Node20	CacheMisses	0
38	Node21	CacheHits	0
38	Node21	CacheMisses	0
38	Node22	CacheHits	0
38	Node22	CacheMisses	0
38	Node23	CacheHits	0
38	Node23	CacheMisses	0
38	Node24	CacheHits	0
38	Node24	CacheMisses	0
40	Node1	CacheHits	0
40	Node1	CacheMisses	0
40	Node2	CacheHits	0
40	Node2	CacheMisses	0
40	Node3	CacheHits	0
40	Node3	CacheMisses	0
40	Node4	CacheHits	0
40	Node4	CacheMisses	0
40	Node5	CacheHits	0
40	Node5	CacheMisses	0
40	Node6	CacheHits	0
40	Node6	CacheMisses	0
40	Node7	CacheHits	0
40	Node7	CacheMisses	0
40	Node8	CacheHits	0
40	Node8	CacheMisses	0
40	Node9	CacheHits	0
40	Node9	CacheMisses	0
40	Node10	CacheHits	0
40	Node10	CacheMisses	0
40	Node11	CacheHits	0
40	Node11	CacheMisses	0
40	Node12	CacheHits	0
40	Node12	CacheMisses	0
40	Node13	CacheHits	0
40	Node13	CacheMisses	0
40	Node14	CacheHits	0
40	Node14	CacheMisses	0
40	Node15	CacheHits	0
40	Node15	CacheMisses	0
40	Node16	CacheHits	0
40	Node16	CacheMisses	0
40	Node17	CacheHits	0
40	Node17	CacheMisses	0
40	Node18	CacheHits	0
40	Node18	CacheMisses	0
40	Node19	CacheHits	0
40	Node19	CacheMisses	0
40	Node20	CacheHits	0
40	Node20	CacheMisses	0
40	Node21	CacheHits	0
40	Node21	CacheMisses	0
40	Node22	CacheHits	0
40	Node22	CacheMisses	0
40	Node23	CacheHits	0
40	Node23	CacheMisses	0
40	Node24	CacheHits	0
40	Node24	CacheMisses	0
42	Node1	CacheHits	0
42	Node1	CacheMisses	0
42	Node2	CacheHits	0
